datetime,power,capacity,spot_price_prediction
2021-07-09 19:30:00,260.0,130.0,195.4652139854169
2021-07-09 20:00:00,0.0,0.0,192.69073720574707
2021-07-09 20:30:00,0.0,0.0,189.96302080674468
2021-07-09 21:00:00,0.0,0.0,186.0050941043191
2021-07-09 21:30:00,0.0,0.0,181.62638969208413
2021-07-09 22:00:00,0.0,0.0,175.10479835102586
2021-07-09 22:30:00,0.0,0.0,168.58173310229606
2021-07-09 23:00:00,0.0,0.0,160.54341970571207
2021-07-09 23:30:00,0.0,0.0,161.09225576044
2021-07-10 00:00:00,0.0,0.0,172.25258110073017
2021-07-10 00:30:00,0.0,0.0,162.80213171125502
2021-07-10 01:00:00,0.0,0.0,155.5997311446782
2021-07-10 01:30:00,0.0,0.0,148.63385048764843
2021-07-10 02:00:00,0.0,0.0,140.71873572672405
2021-07-10 02:30:00,0.0,0.0,135.59018620974808
2021-07-10 03:00:00,0.0,0.0,131.1125425568039
2021-07-10 03:30:00,-88.8888888888889,0.0,127.6806678793273
2021-07-10 04:00:00,-300.0,40.0,125.8361506422648
2021-07-10 04:30:00,-300.0,175.0,126.03130950892252
2021-07-10 05:00:00,-300.0,310.0,124.86771614882824
2021-07-10 05:30:00,-300.0,445.0,126.74068441675765
2021-07-10 06:00:00,0.0,580.0,130.64855849459516
2021-07-10 06:30:00,0.0,580.0,134.65889903884414
2021-07-10 07:00:00,0.0,580.0,140.13938155560567
2021-07-10 07:30:00,0.0,580.0,147.09420045082734
2021-07-10 08:00:00,0.0,580.0,154.8992285092192
2021-07-10 08:30:00,0.0,580.0,162.39539024819877
2021-07-10 09:00:00,300.0,580.0,168.10193806289018
2021-07-10 09:30:00,300.0,430.0,169.68894676350578
2021-07-10 10:00:00,300.0,280.0,169.23128885991403
2021-07-10 10:30:00,0.0,130.0,163.58910378888766
2021-07-10 11:00:00,0.0,130.0,157.58256812884517
2021-07-10 11:30:00,0.0,130.0,150.41897903816692
2021-07-10 12:00:00,0.0,130.0,143.75153355146833
2021-07-10 12:30:00,0.0,130.0,138.74926778599794
2021-07-10 13:00:00,0.0,130.0,133.3303391741428
2021-07-10 13:30:00,-300.0,130.0,129.891812452381
2021-07-10 14:00:00,-300.0,265.0,129.7966333714466
2021-07-10 14:30:00,-300.0,400.0,129.9861593245982
2021-07-10 15:00:00,-100.0,535.0,133.03314591622714
2021-07-10 15:30:00,0.0,580.0,138.11028060642423
2021-07-10 16:00:00,0.0,580.0,144.91472149953276
2021-07-10 16:30:00,0.0,580.0,155.34580918014913
2021-07-10 17:00:00,0.0,580.0,165.72135724776172
2021-07-10 17:30:00,0.0,580.0,178.41718376212677
2021-07-10 18:00:00,300.0,580.0,188.67239850500044
2021-07-10 18:30:00,300.0,430.0,190.99945584001944
2021-07-10 19:00:00,300.0,280.0,187.74458124149777
2021-07-10 19:30:00,260.0,130.0,183.03488262172635
2021-07-10 20:00:00,0.0,0.0,176.91677563278404
2021-07-10 20:30:00,0.0,0.0,173.215976597515
