time,spot_price,inter_gen,demand,period
2019-02-07 06:30:00,231.81,27.95,5709,14
2019-02-07 07:00:00,217.54,24.98,5979,15
2019-02-07 07:30:00,224.05,17.11,6000,16
2019-02-07 08:00:00,244.28,11.61,6051,17
2019-02-07 08:30:00,268.27,10.88,6120,18
2019-02-07 09:00:00,197.4,13.6,6170,19
2019-02-07 09:30:00,149.67,17.25,6165,20
2019-02-07 10:00:00,146.31,15.4,6229,21
2019-02-07 10:30:00,161.99,16.01,6270,22
2019-02-07 11:00:00,235.24,14.8,6354,23
2019-02-07 11:30:00,180.35,13.14,6447,24
2019-02-07 12:00:00,136.01,19.32,6473,25
2019-02-07 12:30:00,136.65,30.98,6498,26
2019-02-07 13:00:00,141.4,35.6,6622,27
2019-02-07 13:30:00,207.21,40.8,6702,28
2019-02-07 14:00:00,134.56,46.24,6803,29
2019-02-07 14:30:00,116.78,50.46,6890,30
2019-02-07 15:00:00,132.36,60.04,7062,31
2019-02-07 15:30:00,222.06,75.25,7325,32
2019-02-07 16:00:00,243.37,89.49,7422,33
2019-02-07 16:30:00,126.5,91.27,7488,34
2019-02-07 17:00:00,129.3,90.1,7541,35
2019-02-07 17:30:00,120.97,91.14,7489,36
2019-02-07 18:00:00,128.98,104.52,7440,37
2019-02-07 18:30:00,118.12,99.18,7214,38
2019-02-07 19:00:00,118.35,89.54,7028,39
2019-02-07 19:30:00,121.4,99.77,6779,40
2019-02-07 20:00:00,135.99,137.06,6639,41
2019-02-07 20:30:00,141.51,153.23,6417,42
2019-02-07 21:00:00,138.63,164.31,6082,43
2019-02-07 21:30:00,136.45,170.06,5771,44
2019-02-07 22:00:00,120.91,170.68,5443,45
2019-02-07 22:30:00,139.04,148.68,5203,46
2019-02-07 23:00:00,103.23,156.39,5057,47
2019-02-07 23:30:00,105.14,165.44,5169,48
2019-02-08 00:00:00,114.52,157.09,5058,1
2019-02-08 00:30:00,129.4,144.38,4820,2
2019-02-08 01:00:00,127.99,149.46,4701,3
2019-02-08 01:30:00,110.49,159.59,4571,4
2019-02-08 02:00:00,95.48,170.76,4446,5
2019-02-08 02:30:00,85.85,196.78,4362,6
2019-02-08 03:00:00,66.12,213.22,4293,7
2019-02-08 03:30:00,79.08,215.38,4318,8
2019-02-08 04:00:00,84.43,204.68,4330,9
2019-02-08 04:30:00,91.14,182.28,4415,10
2019-02-08 05:00:00,101.39,200.81,4565,11
2019-02-08 05:30:00,136.0,215.17,4863,12
2019-02-08 06:00:00,141.76,219.37,5117,13
2019-02-08 06:30:00,169.45,200.14,5451,14
2019-02-08 07:00:00,162.72,212.5,5624,15
2019-02-08 07:30:00,141.04,177.23,5639,16
2019-02-08 08:00:00,121.91,194.77,5634,17
2019-02-08 08:30:00,123.7,206.91,5633,18
2019-02-08 09:00:00,111.49,210.93,5438,19
2019-02-08 09:30:00,129.21,166.86,5566,20
2019-02-08 10:00:00,121.76,156.32,5532,21
2019-02-08 10:30:00,125.59,128.34,5500,22
2019-02-08 11:00:00,118.78,115.26,5458,23
2019-02-08 11:30:00,117.96,152.59,5385,24
2019-02-08 12:00:00,119.57,156.82,5369,25
2019-02-08 12:30:00,113.82,157.94,5272,26
2019-02-08 13:00:00,116.22,191.08,5241,27
2019-02-08 13:30:00,108.9,184.73,5193,28
2019-02-08 14:00:00,113.5,198.43,5268,29
2019-02-08 14:30:00,109.07,217.08,5249,30
2019-02-08 15:00:00,106.88,220.78,5301,31
2019-02-08 15:30:00,102.3,219.41,5394,32
2019-02-08 16:00:00,113.28,230.52,5455,33
2019-02-08 16:30:00,104.34,244.82,5504,34
2019-02-08 17:00:00,99.62,259.32,5565,35
2019-02-08 17:30:00,78.99,281.77,5528,36
2019-02-08 18:00:00,79.46,243.79,5540,37
2019-02-08 18:30:00,77.56,243.07,5483,38
2019-02-08 19:00:00,87.22,293.47,5390,39
2019-02-08 19:30:00,89.19,267.54,5283,40
2019-02-08 20:00:00,87.28,265.9,5263,41
2019-02-08 20:30:00,87.13,272.31,5174,42
2019-02-08 21:00:00,87.6,247.56,5011,43
2019-02-08 21:30:00,97.63,255.29,4834,44
2019-02-08 22:00:00,83.74,232.6,4709,45
2019-02-08 22:30:00,83.86,212.09,4599,46
2019-02-08 23:00:00,82.5,214.33,4507,47
2019-02-08 23:30:00,91.97,209.75,4683,48
2019-02-09 00:00:00,80.82,209.58,4674,1
2019-02-09 00:30:00,63.56,204.12,4420,2
2019-02-09 01:00:00,77.01,199.85,4316,3
2019-02-09 01:30:00,58.01,198.68,4229,4
2019-02-09 02:00:00,61.92,218.23,4055,5
2019-02-09 02:30:00,57.48,228.68,4016,6
2019-02-09 03:00:00,10.61,231.37,3915,7
2019-02-09 03:30:00,26.71,241.17,3948,8
2019-02-09 04:00:00,17.47,238.89,3944,9
2019-02-09 04:30:00,9.08,255.94,3981,10
2019-02-09 05:00:00,8.95,290.04,3984,11
2019-02-09 05:30:00,28.43,343.97,4119,12
2019-02-09 06:00:00,48.86,348.19,4177,13
2019-02-09 06:30:00,59.34,335.41,4256,14
2019-02-09 07:00:00,71.72,351.28,4310,15
2019-02-09 07:30:00,67.85,351.04,4365,16
2019-02-09 08:00:00,73.58,343.57,4409,17
2019-02-09 08:30:00,84.87,366.31,4567,18
2019-02-09 09:00:00,80.2,394.93,4644,19
2019-02-09 09:30:00,69.91,400.91,4710,20
2019-02-09 10:00:00,42.66,415.15,4735,21
2019-02-09 10:30:00,31.99,412.77,4647,22
2019-02-09 11:00:00,-57.34,411.58,4313,23
2019-02-09 11:30:00,26.11,392.97,4497,24
2019-02-09 12:00:00,15.95,405.02,4428,25
2019-02-09 12:30:00,-14.14,405.65,4245,26
2019-02-09 13:00:00,12.05,409.89,4269,27
2019-02-09 13:30:00,-5.15,405.7,4135,28
2019-02-09 14:00:00,-19.04,407.28,4059,29
2019-02-09 14:30:00,-29.61,404.51,4054,30
2019-02-09 15:00:00,-11.25,401.93,4072,31
2019-02-09 15:30:00,-4.85,400.59,4107,32
2019-02-09 16:00:00,-4.84,398.6,4210,33
2019-02-09 16:30:00,7.46,389.45,4269,34
2019-02-09 17:00:00,21.16,378.25,4412,35
2019-02-09 17:30:00,9.06,355.46,4506,36
2019-02-09 18:00:00,20.93,336.27,4592,37
2019-02-09 18:30:00,91.66,328.49,4649,38
2019-02-09 19:00:00,73.59,306.74,4626,39
2019-02-09 19:30:00,81.34,273.5,4568,40
2019-02-09 20:00:00,92.86,247.01,4617,41
2019-02-09 20:30:00,93.51,219.86,4592,42
2019-02-09 21:00:00,90.54,200.84,4513,43
2019-02-09 21:30:00,76.59,199.98,4411,44
2019-02-09 22:00:00,72.37,201.42,4315,45
2019-02-09 22:30:00,84.88,191.67,4270,46
2019-02-09 23:00:00,80.42,181.16,4233,47
2019-02-09 23:30:00,98.77,162.61,4417,48
2019-02-10 00:00:00,106.74,147.06,4438,1
2019-02-10 00:30:00,83.06,149.19,4276,2
2019-02-10 01:00:00,69.28,126.28,4128,3
2019-02-10 01:30:00,64.25,122.96,4030,4
2019-02-10 02:00:00,62.31,134.25,3896,5
2019-02-10 02:30:00,64.14,150.05,3792,6
2019-02-10 03:00:00,63.14,146.88,3755,7
2019-02-10 03:30:00,75.98,148.09,3695,8
2019-02-10 04:00:00,79.39,135.66,3677,9
2019-02-10 04:30:00,81.01,131.3,3705,10
2019-02-10 05:00:00,78.24,160.64,3724,11
2019-02-10 05:30:00,78.49,171.36,3785,12
2019-02-10 06:00:00,77.25,166.56,3823,13
2019-02-10 06:30:00,87.9,166.01,3891,14
2019-02-10 07:00:00,88.43,127.89,3968,15
2019-02-10 07:30:00,77.72,101.97,3963,16
2019-02-10 08:00:00,72.97,98.19,3989,17
2019-02-10 08:30:00,70.02,116.86,4013,18
2019-02-10 09:00:00,69.03,133.02,4028,19
2019-02-10 09:30:00,79.12,129.98,4032,20
2019-02-10 10:00:00,67.0,133.11,3964,21
2019-02-10 10:30:00,68.3,135.59,3920,22
2019-02-10 11:00:00,67.29,144.23,3881,23
2019-02-10 11:30:00,66.83,144.75,3808,24
2019-02-10 12:00:00,71.12,139.77,3730,25
2019-02-10 12:30:00,58.75,137.89,3624,26
2019-02-10 13:00:00,57.95,136.69,3608,27
2019-02-10 13:30:00,54.34,138.39,3633,28
2019-02-10 14:00:00,55.49,139.71,3662,29
2019-02-10 14:30:00,58.27,133.49,3707,30
2019-02-10 15:00:00,60.2,129.31,3809,31
2019-02-10 15:30:00,69.07,121.54,3957,32
2019-02-10 16:00:00,81.93,112.08,4140,33
2019-02-10 16:30:00,81.68,104.45,4318,34
2019-02-10 17:00:00,97.12,105.62,4475,35
2019-02-10 17:30:00,111.04,99.8,4684,36
2019-02-10 18:00:00,95.46,88.4,4767,37
2019-02-10 18:30:00,106.62,96.85,4816,38
2019-02-10 19:00:00,139.67,101.81,4799,39
2019-02-10 19:30:00,128.61,96.91,4766,40
2019-02-10 20:00:00,142.22,85.48,4794,41
2019-02-10 20:30:00,125.61,94.99,4786,42
2019-02-10 21:00:00,122.64,97.43,4672,43
2019-02-10 21:30:00,96.64,89.51,4548,44
2019-02-10 22:00:00,112.9,102.15,4440,45
2019-02-10 22:30:00,102.26,109.08,4318,46
2019-02-10 23:00:00,94.28,101.72,4271,47
2019-02-10 23:30:00,130.55,76.74,4427,48
2019-02-11 00:00:00,162.55,77.96,4424,1
2019-02-11 00:30:00,112.22,72.53,4308,2
2019-02-11 01:00:00,113.88,65.1,4176,3
2019-02-11 01:30:00,79.92,63.52,4099,4
2019-02-11 02:00:00,85.13,68.2,3975,5
2019-02-11 02:30:00,86.12,74.98,3895,6
2019-02-11 03:00:00,92.77,66.08,3842,7
2019-02-11 03:30:00,94.1,63.12,3843,8
2019-02-11 04:00:00,90.96,60.01,3896,9
2019-02-11 04:30:00,96.72,63.9,3984,10
2019-02-11 05:00:00,117.78,60.73,4131,11
2019-02-11 05:30:00,135.68,60.25,4460,12
2019-02-11 06:00:00,110.07,61.1,4711,13
2019-02-11 06:30:00,124.08,61.96,5037,14
2019-02-11 07:00:00,131.76,69.69,5220,15
2019-02-11 07:30:00,103.92,67.87,5097,16
2019-02-11 08:00:00,111.54,72.44,5053,17
2019-02-11 08:30:00,88.2,92.95,5048,18
2019-02-11 09:00:00,82.19,125.4,5000,19
2019-02-11 09:30:00,82.76,139.11,4976,20
2019-02-11 10:00:00,83.05,198.79,4986,21
2019-02-11 10:30:00,80.39,227.0,4958,22
2019-02-11 11:00:00,80.04,252.63,5067,23
2019-02-11 11:30:00,69.13,245.69,5262,24
2019-02-11 12:00:00,79.99,281.98,5332,25
2019-02-11 12:30:00,77.21,291.14,5347,26
2019-02-11 13:00:00,79.22,286.33,5373,27
2019-02-11 13:30:00,83.4,296.65,5420,28
2019-02-11 14:00:00,85.61,306.46,5454,29
2019-02-11 14:30:00,92.05,318.15,5507,30
2019-02-11 15:00:00,99.12,305.24,5572,31
2019-02-11 15:30:00,101.62,309.75,5733,32
2019-02-11 16:00:00,99.61,326.4,5759,33
2019-02-11 16:30:00,97.1,335.39,5828,34
2019-02-11 17:00:00,95.39,333.15,5881,35
2019-02-11 17:30:00,85.81,323.18,5720,36
2019-02-11 18:00:00,82.44,344.38,5684,37
2019-02-11 18:30:00,108.98,344.01,5633,38
2019-02-11 19:00:00,105.05,319.35,5561,39
2019-02-11 19:30:00,139.53,289.91,5492,40
2019-02-11 20:00:00,115.08,252.29,5483,41
2019-02-11 20:30:00,110.45,241.69,5384,42
2019-02-11 21:00:00,103.29,224.51,5177,43
2019-02-11 21:30:00,100.25,224.09,5021,44
2019-02-11 22:00:00,84.79,227.47,4831,45
2019-02-11 22:30:00,85.56,237.01,4706,46
2019-02-11 23:00:00,78.87,248.27,4634,47
2019-02-11 23:30:00,84.05,245.4,4800,48
2019-02-12 00:00:00,79.23,269.03,4720,1
2019-02-12 00:30:00,64.75,301.51,4530,2
2019-02-12 01:00:00,50.77,330.47,4427,3
2019-02-12 01:30:00,36.5,332.04,4332,4
2019-02-12 02:00:00,32.38,362.83,4234,5
2019-02-12 02:30:00,30.43,401.17,4186,6
2019-02-12 03:00:00,12.52,389.63,4167,7
2019-02-12 03:30:00,13.53,405.28,4156,8
2019-02-12 04:00:00,8.29,416.41,4173,9
2019-02-12 04:30:00,8.98,416.0,4291,10
2019-02-12 05:00:00,24.05,423.81,4430,11
2019-02-12 05:30:00,54.65,429.65,4720,12
2019-02-12 06:00:00,59.62,432.99,4920,13
2019-02-12 06:30:00,79.33,427.01,5197,14
2019-02-12 07:00:00,82.12,411.42,5369,15
2019-02-12 07:30:00,62.0,405.95,5320,16
2019-02-12 08:00:00,72.09,381.07,5265,17
2019-02-12 08:30:00,69.01,393.62,5331,18
2019-02-12 09:00:00,79.46,410.77,5347,19
2019-02-12 09:30:00,82.39,397.62,5340,20
2019-02-12 10:00:00,77.66,408.77,5413,21
2019-02-12 10:30:00,61.33,398.18,5388,22
2019-02-12 11:00:00,70.78,408.74,5388,23
2019-02-12 11:30:00,63.5,396.9,5273,24
2019-02-12 12:00:00,38.35,367.84,5159,25
2019-02-12 12:30:00,67.21,372.43,5049,26
2019-02-12 13:00:00,54.62,367.6,5041,27
2019-02-12 13:30:00,80.46,360.5,5010,28
2019-02-12 14:00:00,75.34,296.0,4977,29
2019-02-12 14:30:00,85.83,345.09,5023,30
2019-02-12 15:00:00,10.07,408.42,4944,31
2019-02-12 15:30:00,13.7,413.93,4943,32
2019-02-12 16:00:00,16.65,394.47,4916,33
2019-02-12 16:30:00,9.53,385.61,4985,34
2019-02-12 17:00:00,16.04,379.22,5091,35
2019-02-12 17:30:00,50.03,408.26,5148,36
2019-02-12 18:00:00,30.01,414.99,5215,37
2019-02-12 18:30:00,40.7,423.83,5164,38
2019-02-12 19:00:00,68.79,384.02,5167,39
2019-02-12 19:30:00,97.47,373.89,5068,40
2019-02-12 20:00:00,104.67,328.19,5118,41
2019-02-12 20:30:00,101.68,287.54,5062,42
2019-02-12 21:00:00,91.24,288.82,4879,43
2019-02-12 21:30:00,74.09,256.86,4780,44
2019-02-12 22:00:00,72.86,257.95,4588,45
2019-02-12 22:30:00,75.32,270.26,4473,46
2019-02-12 23:00:00,58.07,294.89,4419,47
2019-02-12 23:30:00,81.06,312.39,4612,48
2019-02-13 00:00:00,86.65,301.93,4615,1
2019-02-13 00:30:00,84.43,307.33,4451,2
2019-02-13 01:00:00,66.58,298.92,4324,3
2019-02-13 01:30:00,28.87,321.92,4220,4
2019-02-13 02:00:00,18.1,313.77,4157,5
2019-02-13 02:30:00,28.39,310.84,4050,6
2019-02-13 03:00:00,21.37,283.7,4019,7
2019-02-13 03:30:00,20.7,280.55,4007,8
2019-02-13 04:00:00,14.88,273.29,4038,9
2019-02-13 04:30:00,45.16,262.24,4168,10
2019-02-13 05:00:00,62.88,251.43,4279,11
2019-02-13 05:30:00,95.07,243.53,4558,12
2019-02-13 06:00:00,100.16,233.53,4853,13
2019-02-13 06:30:00,113.34,233.6,5172,14
2019-02-13 07:00:00,106.65,236.67,5334,15
2019-02-13 07:30:00,85.25,219.53,5233,16
2019-02-13 08:00:00,91.82,196.74,5118,17
2019-02-13 08:30:00,95.75,202.9,5064,18
2019-02-13 09:00:00,80.46,204.21,4919,19
2019-02-13 09:30:00,80.02,215.87,4828,20
2019-02-13 10:00:00,83.0,194.16,4770,21
2019-02-13 10:30:00,84.07,206.32,4772,22
2019-02-13 11:00:00,91.71,208.04,4782,23
2019-02-13 11:30:00,80.83,199.18,4692,24
2019-02-13 12:00:00,88.64,184.19,4699,25
2019-02-13 12:30:00,85.53,214.62,4726,26
2019-02-13 13:00:00,85.78,198.5,4718,27
2019-02-13 13:30:00,87.57,174.58,4699,28
2019-02-13 14:00:00,87.99,186.6,4637,29
2019-02-13 14:30:00,76.6,194.8,4624,30
2019-02-13 15:00:00,81.67,208.54,4640,31
2019-02-13 15:30:00,91.0,190.61,4676,32
2019-02-13 16:00:00,92.25,184.56,4771,33
2019-02-13 16:30:00,96.06,189.67,4891,34
2019-02-13 17:00:00,102.06,179.6,4966,35
2019-02-13 17:30:00,107.58,184.35,4954,36
2019-02-13 18:00:00,115.64,195.74,4974,37
2019-02-13 18:30:00,109.58,159.93,4981,38
2019-02-13 19:00:00,98.87,148.63,4976,39
2019-02-13 19:30:00,106.35,151.63,4951,40
2019-02-13 20:00:00,109.69,144.1,4969,41
2019-02-13 20:30:00,114.93,119.74,4929,42
2019-02-13 21:00:00,111.09,133.64,4774,43
2019-02-13 21:30:00,111.0,145.63,4639,44
2019-02-13 22:00:00,102.81,140.62,4477,45
2019-02-13 22:30:00,102.07,140.11,4355,46
2019-02-13 23:00:00,99.31,134.75,4292,47
2019-02-13 23:30:00,106.48,126.81,4444,48
2019-02-14 00:00:00,114.32,132.35,4465,1
2019-02-14 00:30:00,90.73,145.77,4304,2
2019-02-14 01:00:00,86.96,128.21,4190,3
2019-02-14 01:30:00,92.84,139.63,4072,4
2019-02-14 02:00:00,89.69,149.43,3943,5
2019-02-14 02:30:00,79.16,132.12,3855,6
2019-02-14 03:00:00,69.59,145.32,3820,7
2019-02-14 03:30:00,71.01,169.14,3826,8
2019-02-14 04:00:00,82.38,173.05,3856,9
2019-02-14 04:30:00,96.25,189.47,3967,10
2019-02-14 05:00:00,89.96,181.97,4135,11
2019-02-14 05:30:00,167.81,146.39,4473,12
2019-02-14 06:00:00,136.77,159.2,4742,13
2019-02-14 06:30:00,146.61,142.51,5080,14
2019-02-14 07:00:00,144.74,115.19,5264,15
2019-02-14 07:30:00,123.72,88.92,5135,16
2019-02-14 08:00:00,96.48,79.03,5051,17
2019-02-14 08:30:00,83.82,101.19,5019,18
2019-02-14 09:00:00,86.19,104.96,4900,19
2019-02-14 09:30:00,81.73,81.2,4802,20
2019-02-14 10:00:00,79.17,84.71,4750,21
2019-02-14 10:30:00,93.16,89.92,4742,22
2019-02-14 11:00:00,97.86,74.26,4680,23
2019-02-14 11:30:00,94.89,90.94,4595,24
2019-02-14 12:00:00,81.55,84.61,4527,25
2019-02-14 12:30:00,83.87,92.72,4478,26
2019-02-14 13:00:00,88.43,97.06,4471,27
2019-02-14 13:30:00,94.47,87.29,4471,28
2019-02-14 14:00:00,87.96,99.6,4473,29
2019-02-14 14:30:00,99.35,114.33,4481,30
2019-02-14 15:00:00,99.21,112.37,4544,31
2019-02-14 15:30:00,102.51,113.75,4661,32
2019-02-14 16:00:00,103.31,109.98,4787,33
2019-02-14 16:30:00,104.15,111.27,4904,34
2019-02-14 17:00:00,120.17,100.45,5047,35
2019-02-14 17:30:00,130.08,97.76,5090,36
2019-02-14 18:00:00,122.14,92.95,5122,37
2019-02-14 18:30:00,150.55,78.43,5153,38
2019-02-14 19:00:00,192.32,69.97,5100,39
2019-02-14 19:30:00,148.02,75.57,5116,40
2019-02-14 20:00:00,141.34,125.6,5109,41
2019-02-14 20:30:00,144.28,139.4,5005,42
2019-02-14 21:00:00,129.81,142.28,4860,43
2019-02-14 21:30:00,108.72,137.9,4700,44
2019-02-14 22:00:00,91.65,131.94,4543,45
2019-02-14 22:30:00,91.52,121.39,4418,46
2019-02-14 23:00:00,90.12,109.99,4340,47
2019-02-14 23:30:00,123.58,100.29,4501,48
2019-02-15 00:00:00,144.09,98.62,4505,1
2019-02-15 00:30:00,126.78,99.61,4344,2
2019-02-15 01:00:00,119.53,93.98,4246,3
2019-02-15 01:30:00,81.01,88.59,4151,4
2019-02-15 02:00:00,81.47,83.53,4014,5
2019-02-15 02:30:00,79.07,98.77,3954,6
2019-02-15 03:00:00,76.44,108.72,3896,7
2019-02-15 03:30:00,76.9,102.37,3901,8
2019-02-15 04:00:00,76.43,95.34,3927,9
2019-02-15 04:30:00,82.83,92.9,4039,10
2019-02-15 05:00:00,93.88,95.77,4223,11
2019-02-15 05:30:00,120.85,90.25,4522,12
2019-02-15 06:00:00,107.37,79.1,4783,13
2019-02-15 06:30:00,148.67,75.38,5132,14
2019-02-15 07:00:00,181.59,63.04,5293,15
2019-02-15 07:30:00,152.09,43.04,5187,16
2019-02-15 08:00:00,149.35,37.93,5161,17
2019-02-15 08:30:00,125.44,33.2,5078,18
2019-02-15 09:00:00,128.47,26.65,5051,19
2019-02-15 09:30:00,136.33,21.19,5004,20
2019-02-15 10:00:00,127.71,12.65,4964,21
2019-02-15 10:30:00,112.22,6.46,4951,22
2019-02-15 11:00:00,132.19,5.94,4924,23
2019-02-15 11:30:00,126.22,7.48,4893,24
2019-02-15 12:00:00,95.56,8.81,4904,25
2019-02-15 12:30:00,92.73,11.16,4922,26
2019-02-15 13:00:00,90.17,13.65,4883,27
2019-02-15 13:30:00,93.27,13.5,4959,28
2019-02-15 14:00:00,93.79,16.28,4997,29
2019-02-15 14:30:00,100.95,23.51,5083,30
2019-02-15 15:00:00,116.71,31.34,5216,31
2019-02-15 15:30:00,117.0,34.31,5296,32
2019-02-15 16:00:00,117.63,37.36,5370,33
2019-02-15 16:30:00,122.0,54.84,5432,34
2019-02-15 17:00:00,120.93,66.98,5422,35
2019-02-15 17:30:00,112.05,80.73,5384,36
2019-02-15 18:00:00,124.74,102.92,5432,37
2019-02-15 18:30:00,124.23,121.71,5370,38
2019-02-15 19:00:00,120.07,144.86,5322,39
2019-02-15 19:30:00,103.95,167.31,5209,40
2019-02-15 20:00:00,108.63,158.97,5267,41
2019-02-15 20:30:00,95.88,148.66,5123,42
2019-02-15 21:00:00,92.08,133.24,4957,43
2019-02-15 21:30:00,95.13,130.89,4801,44
2019-02-15 22:00:00,105.02,119.78,4624,45
2019-02-15 22:30:00,133.23,96.72,4504,46
2019-02-15 23:00:00,124.54,78.42,4445,47
2019-02-15 23:30:00,163.44,53.82,4630,48
2019-02-16 00:00:00,162.3,34.8,4607,1
2019-02-16 00:30:00,143.24,22.89,4412,2
2019-02-16 01:00:00,143.03,18.25,4239,3
2019-02-16 01:30:00,128.13,20.47,4160,4
2019-02-16 02:00:00,98.35,19.55,4018,5
2019-02-16 02:30:00,97.12,19.33,3949,6
2019-02-16 03:00:00,100.36,16.66,3892,7
2019-02-16 03:30:00,110.6,13.5,3856,8
2019-02-16 04:00:00,161.01,10.33,3880,9
2019-02-16 04:30:00,150.48,7.15,3920,10
2019-02-16 05:00:00,154.0,6.08,3913,11
2019-02-16 05:30:00,210.3,5.94,4088,12
2019-02-16 06:00:00,163.75,8.14,4156,13
2019-02-16 06:30:00,172.82,6.51,4295,14
2019-02-16 07:00:00,201.4,5.97,4443,15
2019-02-16 07:30:00,165.98,6.34,4446,16
2019-02-16 08:00:00,141.52,8.72,4470,17
2019-02-16 08:30:00,116.5,10.33,4501,18
2019-02-16 09:00:00,73.11,9.16,4387,19
2019-02-16 09:30:00,73.18,7.43,4384,20
2019-02-16 10:00:00,78.61,7.09,4380,21
2019-02-16 10:30:00,95.99,7.72,4341,22
2019-02-16 11:00:00,90.09,8.18,4312,23
2019-02-16 11:30:00,79.29,9.5,4301,24
2019-02-16 12:00:00,75.43,12.44,4257,25
2019-02-16 12:30:00,75.49,16.5,4284,26
2019-02-16 13:00:00,85.74,21.14,4303,27
2019-02-16 13:30:00,90.45,29.04,4349,28
2019-02-16 14:00:00,80.57,34.91,4400,29
2019-02-16 14:30:00,89.31,34.8,4516,30
2019-02-16 15:00:00,111.31,46.98,4654,31
2019-02-16 15:30:00,132.68,51.46,4817,32
2019-02-16 16:00:00,135.68,52.67,4959,33
2019-02-16 16:30:00,119.88,56.07,5054,34
2019-02-16 17:00:00,132.44,65.88,5150,35
2019-02-16 17:30:00,138.0,68.41,5242,36
2019-02-16 18:00:00,145.15,77.23,5277,37
2019-02-16 18:30:00,188.64,87.84,5204,38
2019-02-16 19:00:00,143.74,137.08,5134,39
2019-02-16 19:30:00,131.19,160.52,5040,40
2019-02-16 20:00:00,164.61,138.89,5047,41
2019-02-16 20:30:00,126.15,134.36,4929,42
2019-02-16 21:00:00,128.87,111.46,4822,43
2019-02-16 21:30:00,125.07,86.55,4694,44
2019-02-16 22:00:00,122.02,73.43,4562,45
2019-02-16 22:30:00,122.08,66.45,4441,46
2019-02-16 23:00:00,125.15,66.01,4410,47
2019-02-16 23:30:00,190.66,65.13,4557,48
2019-02-17 00:00:00,248.9,58.53,4562,1
2019-02-17 00:30:00,142.47,64.71,4365,2
2019-02-17 01:00:00,173.33,58.7,4234,3
2019-02-17 01:30:00,146.17,43.28,4102,4
2019-02-17 02:00:00,100.07,33.9,3971,5
2019-02-17 02:30:00,71.7,29.42,3897,6
2019-02-17 03:00:00,89.95,14.8,3839,7
2019-02-17 03:30:00,132.01,9.59,3811,8
2019-02-17 04:00:00,68.09,4.73,3797,9
2019-02-17 04:30:00,73.71,2.77,3837,10
2019-02-17 05:00:00,68.88,6.13,3818,11
2019-02-17 05:30:00,70.29,3.79,3934,12
2019-02-17 06:00:00,68.4,1.34,3943,13
2019-02-17 06:30:00,68.46,3.02,4008,14
2019-02-17 07:00:00,71.68,9.24,4060,15
2019-02-17 07:30:00,67.57,8.94,4062,16
2019-02-17 08:00:00,52.28,6.66,4050,17
2019-02-17 08:30:00,59.5,7.65,4099,18
2019-02-17 09:00:00,66.19,9.99,4151,19
2019-02-17 09:30:00,78.39,5.82,4171,20
2019-02-17 10:00:00,106.42,9.03,4158,21
2019-02-17 10:30:00,112.77,22.7,4186,22
2019-02-17 11:00:00,90.66,37.41,4275,23
2019-02-17 11:30:00,85.65,42.86,4363,24
2019-02-17 12:00:00,96.14,59.1,4474,25
2019-02-17 12:30:00,96.73,37.89,4572,26
2019-02-17 13:00:00,104.45,32.74,4595,27
2019-02-17 13:30:00,134.54,25.36,4703,28
2019-02-17 14:00:00,110.41,26.01,4751,29
2019-02-17 14:30:00,112.23,27.45,4864,30
2019-02-17 15:00:00,113.52,41.78,4967,31
2019-02-17 15:30:00,120.23,56.43,5060,32
2019-02-17 16:00:00,123.05,59.13,5263,33
2019-02-17 16:30:00,156.72,67.73,5445,34
2019-02-17 17:00:00,138.51,64.53,5619,35
2019-02-17 17:30:00,146.05,65.46,5679,36
2019-02-17 18:00:00,118.15,51.48,5689,37
2019-02-17 18:30:00,119.73,41.35,5642,38
2019-02-17 19:00:00,118.61,38.77,5546,39
2019-02-17 19:30:00,144.49,22.21,5480,40
2019-02-17 20:00:00,184.42,20.29,5442,41
2019-02-17 20:30:00,148.19,14.02,5354,42
2019-02-17 21:00:00,137.24,8.07,5121,43
2019-02-17 21:30:00,106.08,9.13,4968,44
2019-02-17 22:00:00,85.07,20.32,4738,45
2019-02-17 22:30:00,75.37,51.03,4631,46
2019-02-17 23:00:00,72.15,123.51,4563,47
2019-02-17 23:30:00,101.21,136.67,4684,48
2019-02-18 00:00:00,144.02,104.55,4664,1
2019-02-18 00:30:00,155.66,66.68,4530,2
2019-02-18 01:00:00,119.15,29.56,4347,3
2019-02-18 01:30:00,88.72,23.66,4292,4
2019-02-18 02:00:00,67.05,70.08,4153,5
2019-02-18 02:30:00,67.84,116.23,4103,6
2019-02-18 03:00:00,58.54,144.59,4116,7
2019-02-18 03:30:00,63.57,161.69,4100,8
2019-02-18 04:00:00,66.0,170.48,4164,9
2019-02-18 04:30:00,66.5,155.48,4211,10
2019-02-18 05:00:00,71.84,163.2,4373,11
2019-02-18 05:30:00,118.98,174.15,4699,12
2019-02-18 06:00:00,100.56,148.0,4987,13
2019-02-18 06:30:00,140.3,175.46,5338,14
2019-02-18 07:00:00,129.04,189.75,5568,15
2019-02-18 07:30:00,127.76,195.43,5496,16
2019-02-18 08:00:00,114.8,172.82,5497,17
2019-02-18 08:30:00,109.99,130.38,5538,18
2019-02-18 09:00:00,109.43,119.97,5542,19
2019-02-18 09:30:00,127.94,99.79,5642,20
2019-02-18 10:00:00,117.09,78.44,5661,21
2019-02-18 10:30:00,116.77,97.5,5652,22
